No,警編,分局,所別,里別,名稱
5449,KC105A0085,仁武分局,澄觀所,大灣里,仁雄路(高雄市後備指揮部前-向東)
5450,KC105A0086,仁武分局,澄觀所,大灣里,仁雄路(高雄市後備指揮部前-向東)
5451,KC105A0087,仁武分局,澄觀所,八卦里,八德南路與澄觀路口(向南)
5452,KC105A0088,仁武分局,澄觀所,八卦里,八德南路與澄觀路口(向南)
5453,KC105A0089,仁武分局,澄觀所,八卦里,八德南路與澄觀路口(全景-向西)
5454,KC105A0090,仁武分局,澄觀所,八卦里,八德南路與澄觀路口(向東)
5455,KC105A0091,仁武分局,澄觀所,八卦里,八德南路與澄觀路口(向東)
5456,KC105A0092,仁武分局,澄觀所,八卦里,八德南路與澄觀路口(全景-向西)
5457,KD00616,仁武分局,澄觀所,翠屏里,大正路往大春路(西北)(104維)
5458,KD00617,仁武分局,澄觀所,翠屏里,仁雄路往八德南路(慢)(北)(104維)
5459,KD00618,仁武分局,澄觀所,翠屏里,仁雄路往八德南路(快)(北)(104維)
5460,KD00619,仁武分局,澄觀所,翠屏里,八德西路往仁雄路(東北)(104維)
5461,KD00620,仁武分局,澄觀所,翠屏里,大春路往大正路(東)(104維)
5462,KD00621,仁武分局,澄觀所,翠屏里,仁雄路往團管區(南)(104維)
5463,KD00622,仁武分局,澄觀所,翠屏里,仁雄路、八德西路與大春街主機(全景-南)(104維)
5464,KD00623,仁武分局,澄觀所,大社里,仁勇路往鳳仁路(東)(104蘇維)
5465,KD00624,仁武分局,澄觀所,大社里,仁忠路往仁勇路(慢)(南)(104蘇維)
5466,KD00625,仁武分局,澄觀所,大社里,仁忠路往仁勇路(快)(南)(104蘇維)
5467,KD00626,仁武分局,澄觀所,大社里,仁勇路往仁慈路(西)(104蘇維)
5468,KD00627,仁武分局,澄觀所,大社里,仁忠路與仁勇路口主機(全景-西)
5469,KD00628,仁武分局,澄觀所,翠屏里,文前路往澄清湖後門(慢)(西)
5470,KD00629,仁武分局,澄觀所,翠屏里,文前路往澄清湖後門(快)(西)
5471,KD00630,仁武分局,澄觀所,翠屏里,文前路往八德南路(慢)(東)
5472,KD00631,仁武分局,澄觀所,翠屏里,文前路往八德南路(快)(東)
5473,KD00632,仁武分局,澄觀所,翠屏里,松藝路往文前路(慢)(南)
5474,KD00633,仁武分局,澄觀所,翠屏里,松藝路往文前路(快)(南)
5475,KD00634,仁武分局,澄觀所,翠屏里,文前路與松藝路口主機(全景-南)
5476,KD00635,仁武分局,澄觀所,灣內里,鳳仁路往鳥松快車道(西)
5477,KD00636,仁武分局,澄觀所,灣內里,仁心路往仁雄路(西)
5478,KD00637,仁武分局,澄觀所,灣內里,鳳仁路往楠梓慢車道(西)
5479,KD00638,仁武分局,澄觀所,灣內里,鳳仁路往楠梓快車道(西)
5480,KD00639,仁武分局,澄觀所,灣內里,仁雄路往仁心路(西)
5481,KD00640,仁武分局,澄觀所,灣內里,鳳仁路往鳥松慢車道(西)
5482,KD00641,仁武分局,澄觀所,灣內里,鳳仁路、仁雄路全景1(舊)(西)
5483,KD00642,仁武分局,澄觀所,灣內里,鳳仁路、仁雄路全景2(舊)(西)
5484,KD00643,仁武分局,澄觀所,仁慈里,八德二路往五和村(西)
5485,KD00644,仁武分局,澄觀所,仁慈里,八德二路往高楠公路(西)
5486,KD00645,仁武分局,澄觀所,仁慈里,高楠公路往楠梓慢車道(西)
5487,KD00646,仁武分局,澄觀所,仁慈里,高楠公路往楠梓外快車道(西)
5488,KD00647,仁武分局,澄觀所,仁慈里,高楠公路往楠梓內快車道(西)
5489,KD00648,仁武分局,澄觀所,仁慈里,高楠公路往高雄市內快車道(舊)(西)
5490,KD00649,仁武分局,澄觀所,仁慈里,高楠公路往高雄市外快車道(舊)(西)
5491,KD00650,仁武分局,澄觀所,仁慈里,高楠公路往高雄市慢車道(舊)(西)
5492,KD00651,仁武分局,澄觀所,仁慈里,高楠公路、八德二路全景1(西)
5493,KD00652,仁武分局,澄觀所,仁慈里,高楠公路、八德二路全景2(西)
5494,KD00653,仁武分局,澄觀所,翠屏里,仁雄路往團管區(西)
5495,KD00654,仁武分局,澄觀所,翠屏里,八德南路往澄觀路慢車道(西)
5496,KD00655,仁武分局,澄觀所,翠屏里,八德南路往澄觀路快車道(西)
5497,KD00656,仁武分局,澄觀所,翠屏里,仁雄路往大灣國中(西)
5498,KD00657,仁武分局,澄觀所,翠屏里,八德南路往澄清湖(西)
5499,KD00658,仁武分局,澄觀所,翠屏里,仁雄路、八德南路全景(西)
5500,KD00668,仁武分局,澄觀所,保社里,成功路往鳳仁路(西)(104蘇維)
5501,KD00669,仁武分局,澄觀所,保社里,鳳仁路往仁武慢車(西)
5502,KD00670,仁武分局,澄觀所,保社里,鳳仁路往仁武快車(西)
5503,KD00671,仁武分局,澄觀所,保社里,新生路往鳳仁路(西)(104蘇維)
5504,KD00672,仁武分局,澄觀所,保社里,鳳仁路往鳥松慢車(西)(104蘇維)
5505,KD00673,仁武分局,澄觀所,保社里,鳳仁路往鳥松快車(西)
5506,KD00674,仁武分局,澄觀所,保社里,鳳仁路與新生路口主機(全景1-西)
5507,KD00675,仁武分局,澄觀所,保社里,鳳仁路與新生路口主機(全景2-西)(104蘇維)
5508,KC100E304,六龜分局,那瑪夏所,瑪雅里,瑪雅里13號旁(向北)(104維)
5509,KC100E305,六龜分局,那瑪夏所,瑪雅里,瑪雅里13號旁(向南)(104維)
5510,KC105A0309,六龜分局,那瑪夏所,瑪雅里,台29線與伸苗農業道路口(向北)
5511,KC105A0310,六龜分局,那瑪夏所,瑪雅里,台29線與伸苗農業道路口(向南)
5512,KC105A0311,六龜分局,那瑪夏所,瑪雅里,台29線與伸苗農業道路口(向西)
5513,KC100E306,六龜分局,茂林所,大津里,高132線往高樹方向(全景)
5514,KC100E307,六龜分局,茂林所,大津里,高132線(向大津橋頭)
5515,KC100E308,六龜分局,茂林所,大津里,大津橋往茂林方向
5516,KC100E309,六龜分局,茂林所,大津里,台27線大津橋往六龜方向
5517,KC100E310,六龜分局,茂林所,茂林里,茂林所招牌桿(向多納)
5518,KC100E311,六龜分局,茂林所,茂林里,茂林所招牌桿(向大津)
5519,KC105A0299,六龜分局,茂林所,茂林里,高132線與往茂林谷路口(向西)
5520,KC105A0300,六龜分局,茂林所,茂林里,高132線與往茂林谷路口(向東)
5521,KC105A0301,六龜分局,茂林所,茂林里,高132線與往茂林谷路口(向北)
5522,KC100E312,六龜分局,桃源所,桃源里,桃源分駐所前(向東)
5523,KC100E313,六龜分局,桃源所,桃源里,桃源分駐所前(向西)
5524,KD01696,六龜分局,高中所,高中里,興中巷往桃源(東)(104維)
5525,KD01697,六龜分局,高中所,高中里,興中巷往寶來(西)(104維)
5526,KD01698,六龜分局,高中所,高中里,高中派出所前主機(全景-西)(104維)
5527,KC100E297,六龜分局,荖濃所,荖濃里,荖濃里南橫路與裕濃路口(向西)(104維)
5528,KC100E298,六龜分局,荖濃所,荖濃里,荖濃里南橫路與裕濃路口(向東)(104維)
5529,KC100E299,六龜分局,荖濃所,荖濃里,南橫路荖濃國小前(全景)(104維)
5530,KC100E300,六龜分局,荖濃所,荖濃里,裕濃路台27線(向南)(104維)
5531,KC100E301,六龜分局,荖濃所,荖濃里,六龜區台27線與133線路口(向荖濃)
5532,KC100E302,六龜分局,荖濃所,荖濃里,六龜區台27線與133線路口(向六龜)
5533,KC100E303,六龜分局,荖濃所,荖濃里,六龜區台27線與133線路口(向133線)
5534,KC100G1772,六龜分局,荖濃所,新發里,六龜區新發路取水口129號電桿
5535,KC100G1773,六龜分局,荖濃所,新發里,六龜區新發路取水口129號電桿
5536,KC100G1774,六龜分局,荖濃所,新發里,六龜區新發路取水口130號電桿前無編號(置箱)
5537,KC100G1775,六龜分局,荖濃所,新發里,六龜區新發路取水口147號電桿
5538,KC100G1776,六龜分局,荖濃所,新發里,六龜區新發路取水口147號電桿
5539,KC100G1777,六龜分局,荖濃所,新發里,六龜區新發路取水口147號電桿
5540,KC101H1944,六龜分局,荖濃所,新發里,新發里獅子頭18電桿
5541,KC101H1945,六龜分局,荖濃所,新發里,新發里獅子頭18電桿
5542,KC101H1946,六龜分局,荖濃所,新發里,新發里獅子頭18電桿
5543,KC101H1947,六龜分局,荖濃所,新發里,新發里獅子頭31電桿
5544,KC101H1948,六龜分局,荖濃所,新發里,新發里獅子頭31電桿
5545,KC101H1949,六龜分局,荖濃所,新發里,新發里獅子頭31電桿
5546,KD01678,六龜分局,荖濃所,新發里,和平路往東(西)
5547,KD01679,六龜分局,荖濃所,新發里,和平路往西(西)
5548,KD01680,六龜分局,荖濃所,新發里,和平路往新發國小全(西)
5549,KC100E314,六龜分局,梅山所,梅山里,梅山所前(向東)
5550,KC100E315,六龜分局,梅山所,梅山里,梅山所前(向西)
5551,KC100E327,六龜分局,新威所,新威里,新威所前(向美濃)
5552,KC100E328,六龜分局,新威所,新威里,新威所前(向六龜)
5553,KC101D2547,六龜分局,新威所,大津里,六龜區大津131號前路燈桿
5554,KC101D2548,六龜分局,新威所,大津里,六龜區大津里ch2天津71(向南)
5555,KC101D2549,六龜分局,新威所,大津里,六龜區大津里ch3天津71(向南)
5556,KC101D2550,六龜分局,新威所,大津里,六龜區望山高分33
5557,KC101D2551,六龜分局,新威所,大津里,六龜區望山高分33
5558,KC101D2552,六龜分局,新威所,大津里,六龜區望山高分32-1
5559,KC101D2553,六龜分局,新威所,大津里,六龜區水頭土地公廟
5560,KC102D1822,六龜分局,新威所,新寮里,六龜區新威高幹27
5561,KC102D1823,六龜分局,新威所,新寮里,六龜區新威高幹29
5562,KC102D1824,六龜分局,新威所,新寮里,六龜區南幹井66引1
5563,KC102D1825,六龜分局,新威所,新寮里,六龜區新威引至22右1
5564,KC102D1826,六龜分局,新威所,新寮里,六龜區新威高幹井21
5565,KC102D1827,六龜分局,新威所,新寮里,六龜區新威高幹19
5566,KC102D1828,六龜分局,新威所,新寮里,六龜區新威高幹19
5567,KC102D1829,六龜分局,新威所,新寮里,六龜區新威高幹井17
5568,KC102D1830,六龜分局,新威所,新寮里,六龜區新威高幹井11左1
5569,KC102D1831,六龜分局,新威所,新寮里,六龜區新威14-1右1
5570,KC103D0529,六龜分局,新威所,新興里,新威217號前
5571,KC103D0530,六龜分局,新威所,新興里,新威245號前
5572,KC103D0531,六龜分局,新威所,新興里,新威245號前
5573,KC103D0532,六龜分局,新威所,新興里,新威高幹27
5574,KC103D0533,六龜分局,新威所,新興里,新威高幹28
5575,KC103D0534,六龜分局,新威所,新興里,新威幹93右5
5576,KD01681,六龜分局,新威所,新威里,台27線往美濃(慢)(東)
5577,KD01682,六龜分局,新威所,新威里,台27線往美濃(快)(東)(104維)
5578,KD01683,六龜分局,新威所,新威里,台27線往新威(慢)(西)
5579,KD01684,六龜分局,新威所,新威里,台27線往新威(快)(西)
5580,KD01685,六龜分局,新威所,新威里,新威大橋往大津(慢)(北)
5581,KD01686,六龜分局,新威所,新威里,新威大橋往大津(快)(北)
5582,KD01687,六龜分局,新威所,新威里,新威大橋(新威方向)主機(全景-北)
5583,KD01688,六龜分局,新威所,興龍里,新威派出所前(西)
5584,KC100E316,六龜分局,義寶所,義寶里,光復路與太平路口(往六龜橋)
5585,KC100E317,六龜分局,義寶所,義寶里,光復路與太平路口(太平路往光復路)
5586,KC100E318,六龜分局,義寶所,義寶里,光復路與太平路口(往分局)
5587,KC100E319,六龜分局,義寶所,義寶里,光復路與太平路口(往新威)
5588,KC100E320,六龜分局,義寶所,義寶里,光復路與太平路口(往7-11巷子)
5589,KC100E321,六龜分局,義寶所,義寶里,光復路與太平路口(全景)
5590,KC100E322,六龜分局,義寶所,興龍里,台27與台27甲線路口(往六龜)
5591,KC100E323,六龜分局,義寶所,興龍里,台27與台27甲線路口(往中庄)
5592,KC100E324,六龜分局,義寶所,興龍里,台27與台27甲線路口(往舊潭)
5593,KC100E325,六龜分局,義寶所,興龍里,台27線與台27甲線路口(往興龍里)
5594,KC100E326,六龜分局,義寶所,興龍里,台27與台27甲線路口(全景)
5595,KC102D1802,六龜分局,義寶所,六龜里,神農高分1(向西)
5596,KC102D1803,六龜分局,義寶所,六龜里,華北街民生路口六龜幹17號(向北)
5597,KC102D1804,六龜分局,義寶所,六龜里,六龜幹16右1(向東)
5598,KC102D1805,六龜分局,義寶所,六龜里,華中街民生路口六龜幹13(向西)
5599,KC102D1806,六龜分局,義寶所,六龜里,華中街民生路口六龜幹13(向東)
5600,KC102D1807,六龜分局,義寶所,六龜里,民治路15巷2-9號前六龜高幹10左5(向南)
5601,KC102D1808,六龜分局,義寶所,文武里,和平巷口(往自來水公司)(向東)
5602,KC102D1809,六龜分局,義寶所,文武里,忠義街129號旁交叉口(向南)
5603,KC102D1810,六龜分局,義寶所,文武里,忠義街55號對面(向西)
5604,KC102D1811,六龜分局,義寶所,文武里,忠義街49號對面(向西)
5605,KC102D1812,六龜分局,義寶所,文武里,忠義街26號前(向西)
5606,KC102D1813,六龜分局,義寶所,文武里,光復路369之7號旁(向北)
5607,KC102D1814,六龜分局,義寶所,文武里,忠孝街25號對面(向南)
5608,KC102D1815,六龜分局,義寶所,義寶里,維新街50號前往東(電桿無號碼)(向東)
5609,KC102D1816,六龜分局,義寶所,義寶里,維新街50號前往北(電桿無號碼)(向北)
5610,KC102D1817,六龜分局,義寶所,義寶里,六龜大橋和平巷往南(號誌桿)(向南)
5611,KC102D1818,六龜分局,義寶所,義寶里,六龜大橋和平巷(對面巷往北)(號誌桿)(向北)
5612,KC102D1819,六龜分局,義寶所,義寶里,光復路159號牆角(向西)
5613,KC102D1820,六龜分局,義寶所,義寶里,太平路51巷1弄35號前電桿往東(電桿無號碼)(向東)
5614,KC102D1821,六龜分局,義寶所,義寶里,四維街50號電桿前(全景)(電桿無號碼)(向東)
5615,KC105A0287,六龜分局,義寶所,中興里,中庄9號前(六龜大橋東端-向西)
5616,KC105A0288,六龜分局,義寶所,中興里,中庄9號前(六龜大橋東端)(全景-向西)
5617,KC105A0289,六龜分局,義寶所,中興里,中庄9號前(六龜大橋東端-向東)
5618,KC105A0290,六龜分局,義寶所,中興里,中庄9號前(六龜大橋東端-向北)
5619,KC105A0291,六龜分局,義寶所,義寶里,維新街3號前(向北) 
5620,KC105A0292,六龜分局,義寶所,義寶里,太平路102號前(向東)
5621,KC105A0293,六龜分局,義寶所,中興里,台27線與扇平林道路口(向北)
5622,KC105A0294,六龜分局,義寶所,中興里,台27線與扇平林道路口(向南)
5623,KC105A0295,六龜分局,義寶所,中興里,台27線與扇平林道路口(向西)
5624,KC105A0296,六龜分局,義寶所,文武里,台27甲線與復興巷口(向北)
5625,KC105A0297,六龜分局,義寶所,文武里,台27甲線與復興巷口(向南)
5626,KC105A0298,六龜分局,義寶所,文武里,台27甲線與復興巷口(向西)
5627,KC105A0305,六龜分局,達卡努瓦所,達卡努瓦里,台29線與青山巷口(向東)
5628,KC105A0306,六龜分局,達卡努瓦所,達卡努瓦里,台29線與青山巷口(向北)
5629,KC105A0307,六龜分局,達卡努瓦所,達卡努瓦里,台29線與青山巷口(向南)
5630,KC105A0308,六龜分局,達卡努瓦所,達卡努瓦里,台29線(民生大橋東端-向西)
5631,KC105A0302,六龜分局,寶山所,寶山里,寶山巷73-1號前(二集團-向東)
5632,KC105A0303,六龜分局,寶山所,寶山里,寶山巷73-1號前(二集團-向北)
5633,KC105A0304,六龜分局,寶山所,寶山里,寶山巷73-1號前(二集團-向南)
5634,KC100G1761,六龜分局,寶來所,寶來里,寶來1號橋旁(派出所同向)
5635,KC100G1762,六龜分局,寶來所,寶來里,寶來1號橋旁(派出所向對面)
5636,KC100G1763,六龜分局,寶來所,寶來里,寶來2號橋旁(派出所向對面)
5637,KC100G1764,六龜分局,寶來所,寶來里,荖濃幹227右4電桿
5638,KC100G1765,六龜分局,寶來所,寶來里,荖濃幹227右4電桿
5639,KC100G1766,六龜分局,寶來所,寶來里,荖濃幹226-1電桿
5640,KC100G1767,六龜分局,寶來所,寶來里,中正路63號旁巷口
5641,KC100G1768,六龜分局,寶來所,寶來里,寶來國小路口號誌桿
5642,KC100G1769,六龜分局,寶來所,寶來里,寶來國小路口號誌桿
5643,KC100G1770,六龜分局,寶來所,寶來里,寶來國小路口對面號誌桿
5644,KC100G1771,六龜分局,寶來所,寶來里,寶來國小路口對面號誌桿
5645,KC100G0462,左營分局,文自所,新光里,華夏路516巷口東南角(向西)
5646,KC100G0463,左營分局,文自所,新光里,華夏路516巷1號旁
5647,KC100G0464,左營分局,文自所,新光里,華夏路586巷17號旁
5648,KC100G0465,左營分局,文自所,新光里,華夏路586巷內轉角東北角
5649,KC100G0466,左營分局,文自所,新光里,華夏路604巷2號對面
5650,KC100G0467,左營分局,文自所,新光里,華夏路604巷13號旁
5651,KC100G0468,左營分局,文自所,新光里,文萊路195號旁
5652,KC100G0469,左營分局,文自所,新光里,文萊路190號前
5653,KC100G0470,左營分局,文自所,新光里,文萊路165號旁
5654,KC100G0471,左營分局,文自所,新光里,崇德路409巷7弄與文智路東南角
5655,KC100G0472,左營分局,文自所,新光里,崇德路409巷7弄與文智路東北角
5656,KC100G0473,左營分局,文自所,新光里,崇德路409巷40號旁
5657,KC100G0474,左營分局,文自所,新光里,文智路230號旁
5658,KC100G0475,左營分局,文自所,新光里,文智路221號旁
5659,KC100G0476,左營分局,文自所,新光里,新莊仔路49號旁
5660,KC100G0477,左營分局,文自所,新光里,新莊仔路49巷旁自立桿
5661,KC100G0478,左營分局,文自所,菜公里,文自路與文自路360巷口(東北角)
5662,KC100G0479,左營分局,文自所,菜公里,文自路359號前
5663,KC100G0480,左營分局,文自所,菜公里,孟子路392號前
5664,KC100G0481,左營分局,文自所,菜公里,孟子路425號旁
5665,KC100G0482,左營分局,文自所,菜公里,文強路178號對面
5666,KC100G0483,左營分局,文自所,菜公里,孟子路464號前
5667,KC100G0484,左營分局,文自所,菜公里,文強路192號前
5668,KC100G0485,左營分局,文自所,菜公里,文強路191號
5669,KC100G0486,左營分局,文自所,菜公里,博愛三路與博愛三路376巷口北側
5670,KC100G0487,左營分局,文自所,菜公里,博愛三路360號前
5671,KC100G0488,左營分局,文自所,菜公里,文強路216號旁
5672,KC100G0489,左營分局,文自所,菜公里,文強路233號前
5673,KC100G0490,左營分局,文自所,菜公里,文強路300號
5674,KC100G0491,左營分局,文自所,菜公里,文強路255號旁
5675,KC100G0492,左營分局,文自所,菜公里,文強路285號前
5676,KC100G0493,左營分局,文自所,菜公里,文自路與文自路363巷口
5677,KC100G0494,左營分局,文自所,菜公里,文莊路73號旁
5678,KC100G0495,左營分局,文自所,菜公里,文莊路69號前
5679,KC100G0496,左營分局,文自所,菜公里,文敬路與文莊路公園旁(西南角)
5680,KC100G0497,左營分局,文自所,菜公里,文敬路與文莊路公園旁
5681,KC100G0498,左營分局,文自所,菜公里,文敬路87號前
5682,KC100G0499,左營分局,文自所,新光里,立中路與立中路76巷口(東北角)
5683,KC100G0500,左營分局,文自所,新光里,立中路108號前
5684,KC100G0501,左營分局,文自所,新光里,立中路與新莊仔路145巷口
5685,KC100G0502,左營分局,文自所,新光里,立中路與文康路口(東南角)
5686,KC100G0503,左營分局,文自所,新光里,立中路與文康路口(西北角)
5687,KC101C0061,左營分局,文自所,菜公里,大中、華夏路口(向西)(104維)
5688,KC101C0062,左營分局,文自所,菜公里,大中、華夏路口(向東)(104維)
5689,KC101C0063,左營分局,文自所,菜公里,大中、華夏路口(向北)(104維)
5690,KC101C0064,左營分局,文自所,菜公里,大中、華夏路口(向南)(104維)
5691,KC101C0067,左營分局,文自所,菜公里,大中、文川路口(向北)
5692,KC101C0068,左營分局,文自所,菜公里,大中、文川路口(向南)
5693,KC101C0070,左營分局,文自所,菜公里,文川、重立路口(向東)
5694,KC101C0070,左營分局,文自所,菜公里,文川、重立路口(向東)
5695,KC101C0072,左營分局,文自所,菜公里,文川、重立路口(向南)
5696,KC101C0072,左營分局,文自所,菜公里,文川、重立路口(向南)
5697,KC101C0077,左營分局,文自所,新光里,崇德、文萊路口(向西)
5698,KC101C0078,左營分局,文自所,新光里,崇德、文萊路口(向東)
5699,KC101C0079,左營分局,文自所,新光里,崇德、文萊路口(向北)
5700,KC101C0080,左營分局,文自所,新光里,崇德、文萊路口(向南)(104維)
5701,KC101C0086,左營分局,文自所,新光里,崇德410巷與孟子路口(向東)
5702,KC101C0089,左營分局,文自所,新光里,博愛、孟子路口(向西)(104維)
5703,KC101C0090,左營分局,文自所,新光里,博愛、孟子路口(向東)(104維)
5704,KC101C0091,左營分局,文自所,新光里,博愛、孟子路口(向北)
5705,KC101C0092,左營分局,文自所,新光里,博愛、孟子路口(向南)
5706,KC101C0093,左營分局,文自所,新光里,文康路129巷口(向西)
5707,KC101C0096,左營分局,文自所,新光里,文康路129巷口(向南)
5708,KC101D0784,左營分局,文自所,菜公里,菜公一路147號前
5709,KC101D0785,左營分局,文自所,菜公里,菜公一路125號旁
5710,KC101D0786,左營分局,文自所,菜公里,菜公一路121號旁
5711,KC101D0787,左營分局,文自所,菜公里,菜公一路115巷6號前
5712,KC101D0788,左營分局,文自所,菜公里,菜公一路52巷29號對面
5713,KC101D0789,左營分局,文自所,菜公里,菜公一路52巷1號對面
5714,KC101D0790,左營分局,文自所,菜公里,菜公一路54巷20號
5715,KC101D0791,左營分局,文自所,菜公里,菜公一路54巷2號旁
5716,KC101D0792,左營分局,文自所,菜公里,大中一路351巷58號前(向北)
5717,KC101D0793,左營分局,文自所,菜公里,大中一路351巷52號對面(向西)
5718,KC101D0794,左營分局,文自所,菜公里,大中一路、大中一路351巷口(全景)
5719,KC101D0795,左營分局,文自所,菜公里,民族一路960巷7號前(向東)
5720,KC101D0796,左營分局,文自所,菜公里,民族一路960巷7號前(向西)
5721,KC101D0797,左營分局,文自所,菜公里,民族一路970巷巷口(向東)
5722,KC101D0798,左營分局,文自所,菜公里,民族一路、民族一路971巷口(全景)
5723,KC101D0799,左營分局,文自所,菜公里,民族一路970巷巷底(向西)
5724,KC101D0800,左營分局,文自所,菜公里,博愛三路93號前(慢車道)
5725,KC101D0801,左營分局,文自所,菜公里,博愛三路93號前(中央分格島快車道)
5726,KC101D0802,左營分局,文自所,菜公里,博愛三路82號前(中央分格島快車道)
5727,KC101D0803,左營分局,文自所,菜公里,博愛三路82號前(慢車道)
5728,KC101D0804,左營分局,文自所,菜公里,博愛三路與文自路口(東南角)
5729,KC101D0805,左營分局,文自所,菜公里,文自路87號旁
5730,KC101D0806,左營分局,文自所,菜公里,文自路147巷與文強路口
5731,KC101D0807,左營分局,文自所,菜公里,文強路2號前
5732,KC101D0808,左營分局,文自所,菜公里,文自路129巷83號旁
5733,KC101D0809,左營分局,文自所,菜公里,文強路52號對面
5734,KC101D0810,左營分局,文自所,菜公里,博愛三路與文奇路口
5735,KC101D0811,左營分局,文自所,菜公里,文強路72號旁
5736,KC101D0812,左營分局,文自所,菜公里,文強路與崇德路口(東北角)
5737,KC101D0813,左營分局,文自所,菜公里,重上街與文強路口(西南角)
5738,KC101D0814,左營分局,文自所,菜公里,重上街與博愛三路口(東南角)
5739,KC101D0815,左營分局,文自所,菜公里,文強路與重化街口公園旁
5740,KC101D0816,左營分局,文自所,新光里,立莊路1巷口
5741,KC101D0817,左營分局,文自所,新光里,立莊路28號前
5742,KC101D0818,左營分局,文自所,新光里,立莊路1巷與立大路50巷17弄口
5743,KC101D0819,左營分局,文自所,新光里,文康路163巷13弄40號前
5744,KC101D0820,左營分局,文自所,新光里,文康路129巷38號前
5745,KC101D0821,左營分局,文自所,新光里,文康路129巷38號前
5746,KC101D0822,左營分局,文自所,新光里,立大路50巷10號旁
5747,KC101D0823,左營分局,文自所,新光里,文康路129巷52號旁
5748,KC101D0824,左營分局,文自所,菜公里,重立 、華夏路口(西北角)
5749,KC101D0825,左營分局,文自所,菜公里,重立路858巷口(西南角)
5750,KC101D0826,左營分局,文自所,菜公里,重立路858巷、大中二路口(西北角)
5751,KC101D0827,左營分局,文自所,菜公里,高鐵、重文路口(東北角)
5752,KC101D0828,左營分局,文自所,菜公里,重文路81號旁
5753,KC101D0829,左營分局,文自所,菜公里,政德路803巷、政德路口
5754,KC101D0830,左營分局,文自所,菜公里,政德路803巷、高鐵路口
5755,KC101D0831,左營分局,文自所,菜公里,高鐵路62巷口(東北角)
5756,KC101D0832,左營分局,文自所,新光里,立中路與立中路38巷口東北角
5757,KC101D0833,左營分局,文自所,新光里,立中路38巷與文康路129巷口西北角
5758,KC101D0834,左營分局,文自所,新光里,立中路75巷與立大路36巷口東南角
5759,KC101D0835,左營分局,文自所,新光里,立中路與新庄仔路145巷口北側
5760,KC101D0836,左營分局,文自所,新光里,立大路18巷45號前
5761,KC101D0837,左營分局,文自所,新光里,立大路36巷25號前
5762,KC101D0838,左營分局,文自所,新光里,立大路18巷與立大路路口東北角
5763,KC101D0839,左營分局,文自所,新光里,立大路與文萊路170巷東南角
5764,KC101D0840,左營分局,文自所,新光里,文萊路170巷與文萊路170巷1弄口
5765,KC101D0841,左營分局,文自所,新光里,立中路127號前
5766,KC101D0842,左營分局,文自所,新光里,立中路111號
5767,KC101D0843,左營分局,文自所,新光里,立中路與至真路300巷口北側
5768,KC101D0844,左營分局,文自所,新光里,至真路300巷1號旁
5769,KC101D0845,左營分局,文自所,新光里,文直路82號前
5770,KC101D0846,左營分局,文自所,新光里,文直路126號前
5771,KC101D0847,左營分局,文自所,新光里,新庄仔路73巷與新庄仔路東北角
5772,KC101D0848,左營分局,文自所,新光里,文直路與新庄仔路路口西南角
5773,KC101D0849,左營分局,文自所,新光里,文上街76號前
5774,KC101D0850,左營分局,文自所,新光里,文上街99號前
5775,KC101D0851,左營分局,文自所,新光里,新庄仔路145巷1號前
5776,KC101D0852,左營分局,文自所,新光里,新庄仔路145巷與至真路東北角
5777,KC101D0853,左營分局,文自所,新光里,至真路250號前
5778,KC101D0854,左營分局,文自所,新光里,重光街90巷(文寧路)18號旁(向南)
5779,KC101D0855,左營分局,文自所,新光里,文寧路與政德路611巷口(至尊美景大樓旁)(向北)
5780,KC101D0856,左營分局,文自所,新光里,文寧路與政德路611巷口(至尊美景大樓旁)(向南)
5781,KC101D0857,左營分局,文自所,新光里,政德路615號前(向南)
5782,KC101D0858,左營分局,文自所,新光里,政德路390號前(向北)
5783,KC101D0859,左營分局,文自所,新光里,文寧路與孟子路口(植物園旁)(向北)
5784,KC101D0860,左營分局,文自所,新光里,重上街198巷7號旁
5785,KC101D0861,左營分局,文自所,新光里,立道路26號(屋角)
5786,KC101D0862,左營分局,文自所,新光里,孟子路與重上街164巷口
5787,KC101D0863,左營分局,文自所,新光里,孟子路與立大路公園(東北角)
5788,KC101D0864,左營分局,文自所,新光里,立大路左營國中後門公園旁東南角
5789,KC101D0865,左營分局,文自所,新光里,博愛三路453號左新圖書館前
5790,KC101D0866,左營分局,文自所,新光里,博愛三路435號/R15
5791,KC101D0867,左營分局,文自所,新光里,立大路442巷9-1號旁
5792,KC101D0868,左營分局,文自所,新光里,立大路442巷76號對面
5793,KC101D0869,左營分局,文自所,新光里,立大路390號前
5794,KC101D0870,左營分局,文自所,新光里,立大路新光國小後門
5795,KC101D0871,左營分局,文自所,新光里,立大路395巷15號對面
5796,KC101D0872,左營分局,文自所,新光里,華夏路780巷2號對面
5797,KC101D0873,左營分局,文自所,新光里,文萊路401號對面
5798,KC101D0874,左營分局,文自所,新光里,立大路377巷16號前
5799,KC101D0875,左營分局,文自所,新光里,孟子路575號旁
5800,KC101D0876,左營分局,文自所,菜公里,文川路30號前(向西)
5801,KC101D0877,左營分局,文自所,菜公里,文川路30號前(向北)
5802,KC101D0878,左營分局,文自所,菜公里,文水路與重景街口
5803,KC101D0879,左營分局,文自所,菜公里,文水路與曾子路口
