No,警編,分局,所別,里別,名稱
8555,KC102D1270,林園分局,忠義所,中興里,文化路文明巷37號旁(忠義高分6左8之1)
8556,KC102D1271,林園分局,忠義所,中興里,文化路文明40巷23號前(無編號)
8557,KC105I0001,林園分局,忠義所,山頂里,鳳林三路637號前(鳳寮幹65-1)
8558,KC105I0002,林園分局,忠義所,山頂里,內厝路(焱師傅)旁電桿
8559,KC105I0003,林園分局,忠義所,山頂里,內厝路29號前(路燈桿編號126)
8560,KC105I0004,林園分局,忠義所,山頂里,鳳林三路718號前電桿(無編號)
8561,KC105I0005,林園分局,忠義所,山頂里,山頂路11號前(內湖高分2)
8562,KC105I0006,林園分局,忠義所,山頂里,山頂路80號前(內湖高分7)
8563,KC105I0007,林園分局,忠義所,山頂里,山頂里與青山街口(路燈桿無編號)
8564,KC105I0008,林園分局,忠義所,山頂里,鳳林三路813號對面(永和豆漿旁電桿)
8565,KC105I0009,林園分局,忠義所,山頂里,鳳林三路799號(鳳寮幹53)
8566,KC105I0010,林園分局,忠義所,山頂里,鳳林三路與萬丹路口(水果店旁號誌桿)
8567,KC105I0011,林園分局,忠義所,山頂里,鳳林三路779之1號前(鳳寮幹55)
8568,KC105I0012,林園分局,忠義所,山頂里,萬丹路15號旁電桿(萬丹分65)
8569,KC105I0013,林園分局,忠義所,山頂里,萬丹路92-112號間電桿(無編號)
8570,KC105I0014,林園分局,忠義所,山頂里,鳳林四路14號對面(鳳寮幹48)
8571,KC105I0015,林園分局,忠義所,山頂里,青山街與水源路電桿(無編號)
8572,KC105I0016,林園分局,忠義所,山頂里,復興南路與水源路口電桿無編號
8573,KD01273,林園分局,忠義所,前庄里,鳳捷路往萬丹路(慢)(東)
8574,KD01274,林園分局,忠義所,前庄里,鳳捷路往萬丹路(外快)(東)
8575,KD01275,林園分局,忠義所,前庄里,鳳捷路往萬丹路(內快)(東)
8576,KD01276,林園分局,忠義所,前庄里,地下道往中正路(慢)(南)
8577,KD01277,林園分局,忠義所,前庄里,地下道往中正路(外快)(南)
8578,KD01278,林園分局,忠義所,前庄里,地下道往中正路(內快)(南)
8579,KD01279,林園分局,忠義所,前庄里,鳳捷路往鳳山(慢)(西)
8580,KD01280,林園分局,忠義所,前庄里,鳳捷路往鳳山(外快)(西)
8581,KD01281,林園分局,忠義所,前庄里,鳳捷路往鳳山(內快)(西)
8582,KD01282,林園分局,忠義所,前庄里,中正路往鳳林路(南)
8583,KD01283,林園分局,忠義所,前庄里,中正路往地下道(南)
8584,KD01284,林園分局,忠義所,前庄里,鳳捷路與中正路口主機(全景-東北)
8585,KD01285,林園分局,忠義所,前庄里,鳳捷路與中正路口主機(全景-西北)
8586,KD01286,林園分局,忠義所,光武里,鳳林路往鳳山(慢)(西)
8587,KD01287,林園分局,忠義所,光武里,鳳林路往鳳山(外快)(西)
8588,KD01288,林園分局,忠義所,光武里,鳳林路往鳳山(內快)(西)
8589,KD01289,林園分局,忠義所,光武里,鳳林路往大寮(慢)(東)
8590,KD01290,林園分局,忠義所,光武里,鳳林路往大寮(快)(東)
8591,KD01291,林園分局,忠義所,光武里,自由路往鳳林路(南)
8592,KD01292,林園分局,忠義所,光武里,自由路往鳳捷路(北)
8593,KD01293,林園分局,忠義所,光武里,鳳林三路與自由路口主機(全景-北)
8594,KD01300,林園分局,忠義所,山頂里,鳳林路往林園慢車道(西)
8595,KD01301,林園分局,忠義所,山頂里,鳳林路往林園快車道(西)
8596,KD01302,林園分局,忠義所,山頂里,鳳林路往鳳山慢車道(西)
8597,KD01303,林園分局,忠義所,山頂里,鳳林路往鳳山快車道(西)
8598,KD01304,林園分局,忠義所,山頂里,鳳林路往萬丹慢車道(西)
8599,KD01305,林園分局,忠義所,山頂里,鳳林路往萬丹快車道(西)
8600,KD01306,林園分局,忠義所,山頂里,鳳林四路、萬丹路全景1(西)
8601,KD01307,林園分局,忠義所,山頂里,鳳林四路、萬丹路全景2(西)
8602,KC102B0001,林園分局,林園所,五福里,沿海路一段26巷口
8603,KC102B0002,林園分局,林園所,五福里,沿海路一段73巷16弄3號旁(中芸幹15左20)
8604,KC102B0003,林園分局,林園所,五福里,沿海路一段69巷38弄30號旁(中芸幹15左19)
8605,KC102B0004,林園分局,林園所,五福里,五福路18巷口旁(無編號)
8606,KC102B0005,林園分局,林園所,五福里,五福路18巷口對面(林工幹45右2)
8607,KC102B0006,林園分局,林園所,五福里,五福路111巷2號旁(林社幹19左4右8)
8608,KC102B0007,林園分局,林園所,五福里,五福路111巷2號旁(林社幹19左4右8)
8609,KC102B0008,林園分局,林園所,五福里,五福路111巷2號旁(林社幹19左4右8)
8610,KC102B0009,林園分局,林園所,五福里,沿海路一段280巷6弄口底(無編號)
8611,KC102B0010,林園分局,林園所,五福里,五福路165巷35號旁(林社19左5)
8612,KC102B0011,林園分局,林園所,五福里,五福路165巷33弄2號旁(無編號)
8613,KC102B0012,林園分局,林園所,五福里,溪州三路33-19號對面(林社幹13)
8614,KC102B0013,林園分局,林園所,五福里,溪州三路34巷底對面(林社幹8)
8615,KC102B0014,林園分局,林園所,五福里,五福路238號前(林社高幹22)
8616,KC102B0015,林園分局,林園所,五福里,五福路與五福252巷口(林社幹27)
8617,KC102B0016,林園分局,林園所,五福里,五福路與五福252巷口(林社幹27)
8618,KC105B0001,林園分局,林園所,林內里,鳳林一路7號對面電力桿(向南)
8619,KC105B0002,林園分局,林園所,林內里,林內路248巷19號旁(向東)
8620,KC105B0003,林園分局,林園所,林內里,林內路232號對面(向北)
8621,KC105B0004,林園分局,林園所,林內里,林內路232號對面(向南)
8622,KC105B0005,林園分局,林園所,林內里,林內路147號對面(向西)
8623,KC105B0006,林園分局,林園所,林內里,林內路122巷口對面(向西)
8624,KC105B0007,林園分局,林園所,林內里,林內路80號旁(向南)
8625,KC105B0008,林園分局,林園所,林內里,林內路52號對面電桿(向北)
8626,KC105B0009,林園分局,林園所,林內里,林內路43號旁電信桿(向東)
8627,KC105B0010,林園分局,林園所,林內里,林內路40巷9號前電桿(向東)
8628,KC105B0011,林園分局,林園所,林內里,林內路2-1號旁電桿(向西)
8629,KC105B0012,林園分局,林園所,林內里,改至林內路20-20號斜後方電桿(向東)
8630,KC105B0013,林園分局,林園所,林內里,林內路70巷90-9號前電桿(向南)
8631,KC105B0014,林園分局,林園所,林內里,林內路70巷86號旁電桿(向西)
8632,KC105B0015,林園分局,林園所,林內里,林內路2巷口底(向東)
8633,KC105B0016,林園分局,林園所,林內里,林內路2巷口底(向西)
8634,KC105B0017,林園分局,林園所,林內里,鳳林路四段29號旁(向北)
8635,KC105B0018,林園分局,林園所,林內里,鳳林路四段29號旁巷口(向西)
8636,KC105B0019,林園分局,林園所,林內里,鳳林路四段29號旁巷口(向東)
8637,KC105B0020,林園分局,林園所,林內里,鳳林路四段29號前(向南)
8638,KC105B0021,林園分局,林園所,林內里,鳳林路四段29號前(向南)
8639,KC105B0022,林園分局,林園所,林內里,鳳林路四段29號前(向北)
8640,KC105B0023,林園分局,林園所,林內里,鳳林路四段29號前(向北)
8641,KC105B0024,林園分局,林園所,林內里,鳳林路四段與林內路45巷口(廣德廟前)(向西)
8642,KC105B0025,林園分局,林園所,林內里,鳳林路三段883巷2號對面(向西)
8643,KC105B0026,林園分局,林園所,林內里,鳳林路三段與大義路口號誌桿上(向西)
8644,KC105B0027,林園分局,林園所,林內里,鳳林路三段與大義路口號誌桿上(向東)
8645,KC105B0028,林園分局,林園所,林內里,鳳林路三段785號旁(昭和幹70)(向北)
8646,KC105B0029,林園分局,林園所,林內里,鳳林路三段652之1旁電桿(向南)
8647,KC105B0030,林園分局,林園所,林內里,鳳林路三段620號旁(向南)
8648,KC105B0031,林園分局,林園所,林內里,鳳林路三段與潭平路口(向東)
8649,KC105B0032,林園分局,林園所,林內里,鳳林路三段與潭平路口號誌桿(向西)
8650,KC105B0033,林園分局,林園所,溪州里,潭平路155號旁電桿(向西)
8651,KC105B0034,林園分局,林園所,中厝里,鳳林路三段685巷1號前(向西)
8652,KC105B0035,林園分局,林園所,中厝里,鳳林路三段685巷22號旁電桿(向東)
8653,KC105B0036,林園分局,林園所,中厝里,鳳林路三段685巷14號旁(向南)
8654,KC105B0037,林園分局,林園所,中厝里,鳳林路三段685巷22號旁電桿(向北)
8655,KC105B0038,林園分局,林園所,中厝里,鳳林路三段685巷37號前(向西)
8656,KC105B0039,林園分局,林園所,中厝里,鳳林路三段685巷49弄1號前號誌桿(向北)
8657,KC105B0040,林園分局,林園所,中厝里,中厝路10之2號前(向西)
8658,KC105B0041,林園分局,林園所,潭頭里,鳳林路三段685巷49弄1號前號誌桿(向南)
8659,KC105B0042,林園分局,林園所,中厝里,中厝路105號前號誌桿(向南)
8660,KC105B0043,林園分局,林園所,中厝里,中厝路123號對面電桿(向南)
8661,KC105B0044,林園分局,林園所,中厝里,中厝路123號對面電桿(向北)
8662,KC105B0045,林園分局,林園所,中厝里,中厝路118-1號前電桿(向西)
8663,KC105B0046,林園分局,林園所,中厝里,中厝路209號對面(向北)
8664,KC105B0047,林園分局,林園所,中厝里,大義路89號旁電桿(向南)
8665,KC105B0048,林園分局,林園所,中厝里,大義路145號對面電桿(向西)
8666,KC105B0049,林園分局,林園所,中厝里,大義路131巷5弄2號旁電桿(向西)
8667,KC105B0050,林園分局,林園所,潭頭里,潭頭路119號對面(向南)
8668,KC105B0051,林園分局,林園所,潭頭里,潭頭路149號前(向北)
8669,KC105B0052,林園分局,林園所,潭頭里,鳳新街47號旁(向東)
8670,KC105B0053,林園分局,林園所,潭頭里,潭頭路168巷34號前(向西)
8671,KC105B0054,林園分局,林園所,潭頭里,潭頭路195號前(向北)
8672,KC105B0055,林園分局,林園所,潭頭里,潭平路59號旁(向北)
8673,KC105B0056,林園分局,林園所,潭頭里,潭平路57巷10號前(向西)
8674,KC105B0057,林園分局,林園所,潭頭里,潭平路83號前(向東)
8675,KC105B0058,林園分局,林園所,潭頭里,潭頭路198巷6號後方電桿(向南)
8676,KC105B0059,林園分局,林園所,潭頭里,潭頭路242號前電桿(向南)
8677,KC105B0060,林園分局,林園所,中厝里,潭頭路268號旁路燈(向東)
8678,KC105B0061,林園分局,林園所,潭頭里,金潭路17號巷口號誌桿(向北)
8679,KC105B0062,林園分局,林園所,潭頭里,金潭路279巷口(向南)
8680,KC105B0063,林園分局,林園所,潭頭里,金潭路94之1號右邊路?桿(向西)
8681,KC105B0064,林園分局,林園所,潭頭里,金潭路94之1號右邊路?桿(向西)
8682,KC105B0065,林園分局,林園所,潭頭里,金潭路21號前電桿(向東)
8683,KC105B0066,林園分局,林園所,潭頭里,鳳林路三段與潭頭路口(向南)
8684,KC105B0067,林園分局,林園所,潭頭里,鳳林路三段與潭頭路口(安全島地標桿上)(向南)
8685,KC105B0068,林園分局,林園所,潭頭里,鳳林路三段與潭頭路口(安全島路燈桿上)(向北)
8686,KC105B0069,林園分局,林園所,潭頭里,鳳林路三段與潭頭路口(安全島路燈桿上)(向北)
8687,KC105B0070,林園分局,林園所,潭頭里,鳳林路三段與潭頭路口(向南)
8688,KC105B0071,林園分局,林園所,潭頭里,鳳林路三段242巷口(號誌桿上)(向東)
8689,KC105B0072,林園分局,林園所,潭頭里,鳳林路三段70巷口(向東)
8690,KC105B0073,林園分局,林園所,潭頭里,鳳林路二段與清水岩路口(向西)
8691,KC105B0074,林園分局,林園所,潭頭里,清水岩路11巷口(向南)
8692,KC105B0075,林園分局,林園所,潭頭里,鳳林路三段13號旁電桿(向東)
8693,KC105B0076,林園分局,林園所,潭頭里,清水岩路39號前路燈桿(向東)
8694,KC105B0077,林園分局,林園所,潭頭里,鳳林路三段70巷內(向西)
8695,KC105B0078,林園分局,林園所,潭頭里,清水岩路85巷1號旁(向北)
8696,KC105B0079,林園分局,林園所,潭頭里,清水岩路上(向南)
8697,KC105B0080,林園分局,林園所,潭頭里,清水岩路上路燈桿(向西)
8698,KC105B0081,林園分局,林園所,潭頭里,清水岩路上路燈桿(向東)
8699,KC105B0082,林園分局,林園所,溪州里,鳳林路三段242巷188弄57號前(向北)
8700,KC105B0083,林園分局,林園所,王公里,林園北路495巷1號旁全聯(向西)
8701,KC105B0084,林園分局,林園所,王公里,林園北路483之2號前(向北)
8702,KC105B0085,林園分局,林園所,王公里,林園北路400號前電信桿(向北)
8703,KC105B0086,林園分局,林園所,王公里,鳳林路二段769號前電力桿(向東)
8704,KC105B0087,林園分局,林園所,王公里,林園北路(7-11)後方停車場旁電信桿(向東)
8705,KC105B0088,林園分局,林園所,王公里,林園中學大門旁電力桿(向南)
8706,KC105B0089,林園分局,林園所,王公里,林園北路與王公路口(東南角號誌桿上)(向北)
8707,KC105B0090,林園分局,林園所,王公里,林園北路與王公路口(向西)
8708,KC105B0091,林園分局,林園所,王公里,林園北路(7-11)後方停車場旁電信桿(向東)
8709,KC105B0092,林園分局,林園所,王公里,王公路37號對面電桿(向西)
8710,KC105B0093,林園分局,林園所,王公里,王公路與仁愛路口(號誌桿上)(向南)
8711,KC105B0094,林園分局,林園所,王公里,仁愛路339號前電桿(向東)
8712,KC105B0095,林園分局,林園所,王公里,王公路95號旁(向西)
8713,KC105B0096,林園分局,林園所,王公里,王公路58巷18號對面(向南)
8714,KC105B0097,林園分局,林園所,王公里,王公路58巷內香串串前電桿(向東)
8715,KC105B0098,林園分局,林園所,王公里,王公路86號對面電桿(向東)
8716,KC105B0099,林園分局,林園所,王公里,王公路216巷27弄29號旁(向南)
8717,KC105B0100,林園分局,林園所,王公里,王公路143號前(向北)
8718,KC105B0101,林園分局,林園所,王公里,王公路136號前(向北)
8719,KC105B0102,林園分局,林園所,王公里,王公路174號旁(向東)
8720,KC105B0103,林園分局,林園所,王公里,王公路174號旁(向東)
8721,KC105B0104,林園分局,林園所,王公里,王公路172巷內三太宮對面電桿(向北)
8722,KC105B0105,林園分局,林園所,王公里,王公路216巷13弄33號鈄對面(向北)
8723,KC105B0106,林園分局,林園所,王公里,王公路317號前號誌桿(向北)
8724,KC105B0107,林園分局,林園所,王公里,和平路21巷22號旁電桿(向東)
8725,KC105B0108,林園分局,林園所,王公里,信義路65號對面路牌桿(向北)
8726,KC105B0109,林園分局,林園所,王公里,信義路88號對面電桿(向東)
8727,KC105B0110,林園分局,林園所,王公里,信義路92號對面電桿(向西)
8728,KC105B0111,林園分局,林園所,王公里,王公路264號前路燈桿(向北)
8729,KC105B0112,林園分局,林園所,王公里,忠孝西路177號前(向西)
8730,KC105B0113,林園分局,林園所,王公里,信義路69巷127號前(向北)
8731,KC105B0114,林園分局,林園所,王公里,忠孝西路161號前號誌桿(向東)
8732,KC105B0115,林園分局,林園所,廣應里,東林西路健佑醫院萊爾富超商旁(向西)
8733,KC105B0116,林園分局,林園所,廣應里,東林西路364巷口健佑醫院(向北)
8734,KC105B0117,林園分局,林園所,廣應里,王公路525號前電桿(向東)
8735,KC105B0118,林園分局,林園所,廣應里,王公路422-5號路燈(向西)
8736,KC105B0119,林園分局,林園所,廣應里,東林西路364巷86號前電桿(向南)
8737,KC105B0120,林園分局,林園所,廣應里,東林西路298巷145號旁(向西)
8738,KC105B0121,林園分局,林園所,廣應里,東林西路298巷93號前電桿(向南)
8739,KC105B0122,林園分局,林園所,廣應里,東林西路298巷145號對面電桿(向東)
8740,KC105B0123,林園分局,林園所,廣應里,王公二路101號電桿(向南)
8741,KC105B0124,林園分局,林園所,廣應里,王公二路7號路燈(向南)
8742,KC105B0125,林園分局,林園所,廣應里,王公路276號前路燈(向西)
8743,KC105B0126,林園分局,林園所,廣應里,王公路與廣應街口電桿(向北)
8744,KC105B0127,林園分局,林園所,廣應里,王公路與東林西路364巷口(向東)
8745,KC105B0128,林園分局,林園所,廣應里,廣應街22巷口對面電桿(向北)
8746,KC105B0129,林園分局,林園所,廣應里,廣應街5巷與廣應街33巷旁電桿(向東)
8747,KC105B0130,林園分局,林園所,廣應里,廣應街33巷46號前電桿(向西)
8748,KC105B0131,林園分局,林園所,廣應里,王公二路9號前電桿(向北)
8749,KC105B0132,林園分局,林園所,廣應里,王公二路9號前電桿(向北)
8750,KC105B0133,林園分局,林園所,廣應里,王公路252號前路燈(向西)
